Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	TB64SL	TB65SR	TB66SL	TB64SR	TB65SL	TB66SR	TB61SL	TB61SR	TB68SL	TB68SR
10	127296221	127311787	-	Mars	protein_coding	Mars	ensembl_havana	14.3367	13.1422	13.5865	12.2662	11.5592	13.5679	13.3843	12.0345	14.2798	15.1087
1	55237177	55248471	+	Mars2	protein_coding	Mars2	ensembl_havana	6.85014	8.25879	8.20573	6.65691	8.81268	9.22799	8.4632	7.40174	8.66346	8.64724
19	42147400	42151704	+	Marveld1	protein_coding	Marveld1	ensembl_havana	25.3658	23.8067	25.0506	24.3943	19.9537	26.9072	24.0644	24.6009	22.306	19.4588
13	100595957	100616972	-	Marveld2	protein_coding	Marveld2	ensembl_havana	0.692023	0.68234	1.33034	0.882162	1.08674	0.251354	0.973492	1.06508	0.923768	0.700359
8	109947914	109962204	-	Marveld3	protein_coding	Marveld3	ensembl_havana	0.844246	0.0599456	0.612906	0.386002	0.453864	0.137148	0.121774	0.852088	0.37169	0.5306
17	12841079	12868144	-	Mas1	protein_coding	Mas1	ensembl_havana	0.166161	0.335235	0.104725	0.137922	0.119512	0.331299	0.121774	0.239722	0.159353	0.25474
18	36647860	36665918	+	Maskbp3	protein_coding	Maskbp3	havana	3.91515	3.0635	3.04942	4.02855	2.73919	2.56846	3.42731	3.07086	2.54181	3.68475
16	23449417	23520816	-	Masp1	protein_coding	Masp1	ensembl_havana	3.43204	1.7835	5.1417	3.26648	1.92263	2.55833	4.29925	4.27335	2.26149	1.87807
4	148602554	148615500	+	Masp2	protein_coding	Masp2	ensembl_havana	0.110808	0.0719147	0.0449395	0.206833	0.155335	0.0686239	0.0541773	0.133223	0.106269	0.13803
8	84911903	84937360	-	Mast1	protein_coding	Mast1	ensembl_havana	0.98263	0.610525	0.747425	0.909726	1.0748	0.148568	0.446238	0.253034	0.477859	2.20698
4	116306762	116464184	-	Mast2	protein_coding	Mast2	ensembl_havana	30.0987	24.6326	26.4702	25.2079	24.0852	24.6346	25.3894	28.1156	25.3424	26.9177
8	70778117	70805055	-	Mast3	protein_coding	Mast3	ensembl_havana	4.69134	4.85958	5.27621	4.39663	5.05121	3.78034	5.62414	5.09871	4.32117	3.91518
13	102732486	103334498	-	Mast4	protein_coding	Mast4	ensembl_havana	41.5849	34.7224	42.4033	33.8354	39.9673	32.4462	28.5798	36.3159	35.9062	32.2545
2	23115606	23156025	-	Mastl	protein_coding	Mastl	ensembl_havana	0.484446	0.981568	1.22571	1.3921	1.37333	0.970856	0.851818	1.0784	1.29536	0.870119
14	41105035	41124413	+	Mat1a	protein_coding	Mat1a	ensembl_havana	0.0831308	0.0001	0.0001	0.0138822	0.0239823	0.0001	0.081216	0.0001	0.0107169	0.0001
6	72432799	72439559	-	Mat2a	protein_coding	Mat2a	ensembl_havana	69.2463	64.2977	69.069	66.5267	71.0138	65.0306	58.5524	55.5251	65.0384	65.1897
11	40679314	40695204	-	Mat2b	protein_coding	Mat2b	ensembl_havana	23.2764	19.9407	21.4933	20.1634	19.715	20.8885	23.713	23.9622	21.7967	20.6578
10	81252935	81263366	+	Matk	protein_coding	Matk	ensembl_havana	0.525961	0.299328	0.358816	0.510042	0.609099	0.411244	0.79774	0.585842	0.647729	1.07171
15	34306677	34436274	+	Matn2	protein_coding	Matn2	ensembl_havana	16.025	18.5761	18.4739	20.6457	26.1034	21.0598	21.7527	18.3312	22.9429	19.0664
12	8947929	8972029	+	Matn3	protein_coding	Matn3	ensembl_havana	1.74375	1.07732	2.69047	2.23282	2.68686	0.456926	1.1898	1.25146	1.81558	1.26269
2	164389393	164405161	-	Matn4	protein_coding	Matn4	ensembl_havana	24.9231	22.6577	30.1323	19.9154	20.4555	32.218	24.0915	22.245	31.7444	29.4957
18	35562138	35593836	+	Matr3	protein_coding	Matr3	ensembl_havana	104.536	89.694	104.839	111.576	102.601	99.4634	113.494	108.737	111.933	103.796
8	104844378	104846374	-	Matr3-ps2	processed_pseudogene	Matr3-ps2	havana	0.0692923	0.02432	0.0449574	0.0276644	0.0359235	0.0115207	0.0406753	0.0267246	0.0531843	0.0426658
8	70016123	70042735	-	Mau2	protein_coding	Mau2	ensembl_havana	68.9296	71.3718	68.1118	65.3415	66.9426	67.6791	65.2845	67.587	64.2967	68.5606
2	131234063	131248026	+	Mavs	protein_coding	Mavs	ensembl_havana	16.4954	13.633	13.9153	13.2585	14.258	15.7264	13.9521	14.2708	12.8039	12.8912
12	76937269	76962202	-	Max	protein_coding	Max	ensembl_havana	18.8897	16.9245	18.9523	17.8344	16.8252	19.2553	16.6018	19.3295	16.9976	17.9202
7	127022130	127027038	-	Maz	protein_coding	Maz	ensembl_havana	17.4088	15.7035	18.6384	16.3871	14.9743	16.0462	17.6562	17.2528	18.8982	14.8752
15	77015487	77050671	-	Mb	protein_coding	Mb	ensembl_havana	51.9488	38.0975	17.323	21.3625	27.8231	82.6639	35.434	46.3004	35.8317	39.098
16	28826176	28929674	-	Mb21d2	protein_coding	Mb21d2	ensembl_havana	6.2274	5.20666	6.60644	5.92646	5.61244	5.66474	6.19195	6.60302	5.88183	6.88598
18	74267605	74282733	+	Mbd1	protein_coding	Mbd1	ensembl_havana	34.1811	30.0666	33.2411	33.6286	29.2321	27.5809	32.041	30.3788	33.1564	31.5755
18	70568189	70626132	+	Mbd2	protein_coding	Mbd2	ensembl_havana	24.6324	27.5651	28.1593	27.0407	24.6707	25.08	24.8756	26.5183	23.3892	22.1962
10	80392539	80399551	-	Mbd3	protein_coding	Mbd3	ensembl_havana	5.92297	7.74412	7.90679	6.49152	6.20951	7.65193	7.90889	5.52471	7.20894	5.83559
6	115840697	115853372	-	Mbd4	protein_coding	Mbd4	ensembl_havana	3.73648	5.25455	4.3047	4.45175	4.97957	4.68257	3.67736	4.72597	5.01126	5.46425
2	48949508	49325406	+	Mbd5	protein_coding	Mbd5	ensembl_havana	26.1548	28.0079	25.9023	25.9521	26.8079	26.3475	26.89	24.6945	25.4806	25.4429
10	127281956	127289019	-	Mbd6	protein_coding	Mbd6	ensembl_havana	6.53185	7.02598	7.86195	6.35369	6.54386	5.53912	7.21944	6.86925	7.00725	4.71093
12	56328303	56345895	-	Mbip	protein_coding	Mbip	ensembl_havana	5.48014	5.23061	5.81429	5.22355	5.76768	5.40207	6.16492	6.05721	5.77567	5.02923
5	138194314	138195622	+	Mblac1	protein_coding	Mblac1	ensembl_havana	0.636669	0.790062	1.07625	0.634082	0.668805	0.605395	0.500315	0.505968	0.732664	0.774629
13	81711341	81753276	+	Mblac2	protein_coding	Mblac2	ensembl_havana	5.42478	4.7279	5.17159	5.71972	5.24227	4.16864	5.74581	5.23184	5.02188	5.16717
3	60472830	60629751	+	Mbnl1	protein_coding	Mbnl1	ensembl_havana	179.524	160.232	151.213	168.64	165.314	160.804	182.891	186.147	171.772	173.125
14	120275669	120431698	+	Mbnl2	protein_coding	Mbnl2	ensembl_havana	116.63	107.005	106.973	116.364	110.062	116.023	120.079	125.323	117.975	106.621
X	51117269	51206533	-	Mbnl3	protein_coding	Mbnl3	ensembl_havana	1.86829	0.897784	3.16876	2.59116	2.80627	0.69676	1.50075	2.596	2.20841	1.25208
13	30136489	30246718	+	Mboat1	protein_coding	Mboat1	ensembl_havana	6.08902	4.68003	6.06838	4.13477	5.13481	4.68256	4.19109	6.07052	5.86061	4.82765
12	24830879	24964398	+	Mboat2	protein_coding	Mboat2	ensembl_havana	24.9093	25.4822	26.4106	27.3028	27.3812	23.2868	26.1872	23.5895	24.3765	25.2201
8	34115030	34125183	+	Mboat4	protein_coding	Mboat4	ensembl_havana	0.0277769	0.0001	0.029993	0.0001	0.0598058	0.0001	0.0001	0.0001	0.0001	0.02132
7	3677789	3693524	-	Mboat7	protein_coding	Mboat7	ensembl_havana	16.5786	19.6653	18.758	16.0977	16.7058	17.6678	16.8993	17.5058	16.8171	15.4589
18	82475146	82585638	+	Mbp	protein_coding	Mbp	ensembl_havana	22.709	20.1681	75.3149	18.2753	17.7447	16.5715	17.778	20.8738	18.2717	22.6418
11	93885852	93946986	+	Mbtd1	protein_coding	Mbtd1	ensembl_havana	17.8655	20.4673	21.0597	22.9062	22.7599	19.4952	20.5765	23.1369	21.5524	22.1219
8	119508156	119558736	-	Mbtps1	protein_coding	Mbtps1	ensembl_havana	77.8821	77.2845	80.7989	76.8343	72.972	74.0172	83.728	78.4652	74.2964	73.7081
X	157535371	157598716	-	Mbtps2	protein_coding	Mbtps2	ensembl_havana	16.7771	15.582	15.7897	14.9518	13.8383	16.1838	17.1811	18.6181	14.5991	14.6224
8	123407107	123410745	+	Mc1r	protein_coding	Mc1r	ensembl_havana	0.871923	1.08929	0.837104	1.29563	0.859864	1.07364	0.770702	0.679028	0.902534	1.34757
2	172248492	172251115	+	Mc3r	protein_coding	Mc3r	ensembl_havana	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.040658	0.0001	0.0001	0.1062
18	66857704	66860507	-	Mc4r	protein_coding	Mc4r	ensembl_havana	0.0139385	0.119791	0.0449395	0.0827933	0.0478646	0.0115207	0.0001	0.0134123	0.0956518	0.23352
18	68337596	68342447	+	Mc5r	protein_coding	Mc5r	ensembl_havana	0.193838	0.287359	0.269137	0.537606	0.250864	0.388402	0.148813	0.146535	0.276139	0.37145
9	44134469	44142728	+	Mcam	protein_coding	Mcam	ensembl_havana	22.5845	23.388	21.7173	23.6364	18.1267	23.23	20.6171	19.6357	21.4355	18.6312
15	83546797	83563788	-	Mcat	protein_coding	Mcat	ensembl_havana	3.43204	3.90204	3.70683	3.40431	3.53468	3.17505	4.21813	3.40805	3.48243	3.54383
18	44425060	44812183	-	Mcc	protein_coding	Mcc	ensembl_havana	52.5309	53.6944	48.442	50.2915	44.147	48.6411	49.9405	49.5483	41.9793	42.2485
3	35959312	36000679	-	Mccc1	protein_coding	Mccc1	ensembl_havana	12.7176	15.2129	13.99	13.424	14.7952	15.3381	16.2233	16.4674	14.2055	14.0477
3	35999833	36025107	+	Mccc1os	lncRNA	Mccc1os	ensembl_havana	0.166162	0.167668	0.194404	0.12414	0.286688	0.114307	0.270487	0.186472	0.276139	0.22291
13	99948530	100015640	-	Mccc2	protein_coding	Mccc2	ensembl_havana	5.90913	6.52329	6.38225	5.36139	5.77963	5.02519	5.75933	5.81757	6.43391	5.86743
7	64392607	64412126	+	Mcee	protein_coding	Mcee	ensembl_havana	4.96811	5.68544	5.3659	4.68605	3.92874	3.79175	4.81298	5.07209	5.55272	4.36082
8	3665754	3669260	+	Mcemp1	protein_coding	Mcemp1	ensembl_havana	0.0554538	0.107822	0.059886	0.137922	0.10757	0.148569	0.121774	0.186472	0.0531843	0.12742
X	60055956	60179090	-	Mcf2	protein_coding	Mcf2	ensembl_havana	0.318385	0.251452	0.119672	0.137922	0.191159	0.0457826	0.0947353	0.0799738	0.276139	0.41389
8	12873806	13020906	+	Mcf2l	protein_coding	Mcf2l	ensembl_havana	24.854	24.094	24.4376	27.3991	24.7661	19.4495	19.9276	20.3014	29.1328	34.0158
17	87254443	87265936	-	Mcfd2	protein_coding	Mcfd2	ensembl_havana	30.4445	33.6213	32.8228	32.4432	29.7571	32.8003	34.4204	33.1342	32.328	30.6946
15	81235499	81238965	+	Mchr1	protein_coding	Mchr1	ensembl_havana	1.75758	1.54412	1.39012	1.77801	1.13451	0.582553	0.784221	0.612466	1.5714	1.36879
3	95658788	95663177	+	Mcl1	protein_coding	Mcl1	ensembl_havana	95.3194	84.1311	90.3367	90.3701	85.5824	85.1411	88.6734	93.5324	98.2698	80.339
2	4989714	5012792	-	Mcm10	protein_coding	Mcm10	ensembl_havana	1.7991	1.97501	1.74884	1.90205	1.83904	1.91877	1.59538	1.97032	1.7625	1.46428
6	88883474	88898781	-	Mcm2	protein_coding	Mcm2	ensembl_havana	5.77074	4.47655	5.51536	4.57579	4.87209	3.30067	5.11041	4.23341	5.12805	5.42181
1	20802968	20820313	-	Mcm3	protein_coding	Mcm3	ensembl_havana	3.98559	4.68002	4.42426	3.76265	4.25116	3.90596	3.78552	4.2068	4.7883	3.98946
10	76468927	76515858	+	Mcm3ap	protein_coding	Mcm3ap	ensembl_havana	17.0352	16.2542	16.9494	16.208	17.4103	17.1996	19.0083	17.559	18.4841	16.9867
16	15623897	15637401	-	Mcm4	protein_coding	Mcm4	ensembl_havana	9.56248	8.77348	10.1039	9.42713	8.68131	9.68482	10.099	11.5818	10.4577	8.85943
8	75109569	75128440	+	Mcm5	protein_coding	Mcm5	ensembl_havana	3.83335	3.42327	4.55878	3.487	4.15562	3.12936	3.21771	3.98048	4.4061	3.84091
1	128331590	128359665	-	Mcm6	protein_coding	Mcm6	ensembl_havana	14.8487	12.6874	12.9887	15.9322	12.0845	12.4829	14.7092	15.7617	15.5007	11.9151
5	138164583	138172423	-	Mcm7	protein_coding	Mcm7	ensembl_havana	6.26216	5.94832	6.85218	6.79607	6.71217	5.17304	8.35818	8.32402	8.09508	6.78694
2	132816141	132844198	+	Mcm8	protein_coding	Mcm8	ensembl_havana	1.4393	1.32867	0.702585	1.37832	1.83904	1.01654	1.06813	1.70408	1.52893	1.07171
10	53536315	53630440	-	Mcm9	protein_coding	Mcm9	ensembl_havana	10.8633	11.1314	11.8078	9.79925	11.5711	9.93607	11.7484	10.7831	11.7317	10.1539
7	128696441	128740496	-	Mcmbp	protein_coding	Mcmbp	ensembl_havana	23.4562	22.4183	21.1942	23.3196	19.8345	22.6359	23.6455	24.5348	20.7029	21.0396
1	9908638	9942086	+	Mcmdc2	protein_coding	Mcmdc2	ensembl_havana	0.622831	0.790062	0.59796	0.399784	0.573276	1.39342	0.297525	0.612466	1.19981	1.01866
8	3500457	3515233	+	Mcoln1	protein_coding	Mcoln1	ensembl_havana	17.824	21.3171	17.9807	21.0042	17.267	18.0448	21.5905	19.5958	18.9512	16.1167
3	146149833	146195514	+	Mcoln2	protein_coding	Mcoln2	ensembl_havana	0.0277769	0.107822	0.25419	0.193051	0.2031	0.0229413	0.162332	0.0666615	0.0850349	0.12742
3	146117450	146141807	+	Mcoln3	protein_coding	Mcoln3	ensembl_havana	27.2618	30.5212	25.1551	24.8218	27.1542	38.6479	33.3793	35.7303	29.5255	27.427
8	18595131	18803190	+	Mcph1	protein_coding	Mcph1	ensembl_havana	3.29365	3.98582	3.61715	3.69373	3.90486	3.73465	3.48809	3.36811	4.14068	4.28653
14	56059629	56062314	-	Mcpt4	protein_coding	Mcpt4	ensembl_havana	1.09334	0.586587	1.77873	0.6203	1.09869	1.19927	1.1898	0.505968	0.392924	0.45633
11	120542888	120549728	-	Mcrip1	protein_coding	Mcrip1	ensembl_havana	14.2675	15.955	12.5402	12.0319	10.6038	12.2774	11.2617	12.993	10.9035	11.3951
17	25863698	25868765	-	Mcrip2	protein_coding	Mcrip2	ensembl_havana	1.50849	0.849908	0.85205	1.25428	1.2778	0.925173	1.21684	1.09171	1.39091	1.03988
15	99242817	99251962	-	Mcrs1	protein_coding	Mcrs1	ensembl_havana	9.348	8.97749	10.6219	9.09413	9.83869	7.86527	9.14082	9.79547	8.65665	8.41835
13	76384535	77031811	+	Mctp1	protein_coding	Mctp1	ensembl_havana	4.02709	5.05107	4.57373	4.60336	4.50192	5.74469	4.79946	4.08698	4.29993	3.05578
7	72077830	72306609	-	Mctp2	protein_coding	Mctp2	ensembl_havana	2.38032	0.490834	2.10756	1.18537	1.83904	0.479767	1.46019	1.70408	1.26351	0.976219
X	38600578	38613427	+	Mcts1	protein_coding	Mcts1	ensembl_havana	5.61851	4.05763	4.84277	4.65849	4.3228	4.27142	4.55611	4.16685	4.215	5.45364
2	152687035	152687947	+	Mcts2	protein_coding	Mcts2	ensembl_havana	2.40799	3.21979	2.78015	2.17769	2.75851	2.92379	2.51469	3.32818	2.94097	2.57833
10	59446984	59616693	-	Mcu	protein_coding	Mcu	ensembl_havana	10.9186	11.0476	11.3744	11.4256	12.2398	10.8954	10.9372	11.249	11.307	11.5331
3	129914960	129970207	-	Mcub	protein_coding	Mcub	ensembl_havana	0.954954	0.634463	0.568067	0.468695	0.418041	0.376982	0.946453	0.612466	0.764514	0.55182
13	43538393	43560192	-	Mcur1	protein_coding	Mcur1	ensembl_havana	17.4919	19.0789	16.3217	15.3397	16.3834	16.3202	17.4535	17.4259	14.8319	14.8965
17	35841515	35859671	+	Mdc1	protein_coding	Mdc1	ensembl_havana	13.5341	12.0171	12.6897	13.231	13.1593	12.9854	13.3302	13.1793	12.2838	11.7347
17	47815328	47834692	-	Mdfi	protein_coding	Mdfi	ensembl_havana	3.97174	3.77414	4.06555	4.32771	3.7735	4.70542	3.88015	4.5396	3.30194	2.55711
6	15720661	15802170	+	Mdfic	protein_coding	Mdfic	ensembl_havana	33.4614	33.3939	36.7687	37.4735	34.7606	32.5147	42.8429	36.1029	34.1755	29.9522
17	29827949	29970088	-	Mdga1	protein_coding	Mdga1	ensembl_havana	4.76054	3.8781	3.55737	4.18989	4.20339	5.10514	4.0559	4.08698	6.77365	5.34755
12	66466060	67222550	-	Mdga2	protein_coding	Mdga2	ensembl_havana	1.55001	1.87925	2.01788	2.13634	4.19145	0.799546	1.48723	0.466031	1.77312	8.6048
11	21556692	21572368	-	Mdh1	protein_coding	Mdh1	ensembl_havana	98.5187	91.1186	89.0075	85.6854	84.7093	88.7238	88.0912	83.8265	97.2756	93.4876
1	63698819	63730319	-	Mdh1b	protein_coding	Mdh1b	ensembl_havana	0.0969692	0.0360074	0.0001	0.0001	0.0120412	0.0686239	0.0001	0.0267246	0.0001	0.0001
5	135778480	135790399	+	Mdh2	protein_coding	Mdh2	ensembl_havana	31.8287	27.1098	26.1564	26.5584	22.7719	27.5695	26.5521	24.3082	33.5709	28.7318
2	91929805	91932298	-	Mdk	protein_coding	Mdk	ensembl_havana	33.6416	41.5812	38.1278	35.9302	25.268	23.8922	26.6061	27.7035	31.9145	27.0773
10	118141811	118168998	+	Mdm1	protein_coding	Mdm1	ensembl_havana	6.10286	6.93021	4.18512	9.12393	10.8785	5.29929	5.57006	4.51297	5.14928	14.8753
10	117688875	117710759	-	Mdm2	protein_coding	Mdm2	ensembl_havana	21.256	21.6882	23.5259	20.4253	20.3001	21.5623	23.2804	21.4995	22.614	19.4588
1	132959484	133030562	-	Mdm4	protein_coding	Mdm4	ensembl_havana	94.4191	88.7259	100.036	91.1262	94.1422	92.7579	95.0526	98.4443	97.6111	92.6771
X	128261411	128267925	+	Mdm4-ps	processed_pseudogene	Mdm4-ps	havana	0.0560317	0.0482434	0.106266	0.0840573	0.144779	0.0808208	0.110123	0.0673874	0.129026	0.0539456
4	32657119	32775218	+	Mdn1	protein_coding	Mdn1	ensembl_havana	47.2866	45.5773	48.8909	52.9499	46.7865	46.9494	42.6794	44.0375	47.4482	52.338
14	55657879	55660509	-	Mdp1	protein_coding	Mdp1	ensembl_havana	8.53843	9.41982	8.8036	8.29695	9.00369	8.47424	9.92329	8.13392	9.38541	8.98678
9	86581371	86695954	-	Me1	protein_coding	Me1	ensembl_havana	38.9497	35.3872	34.7156	34.1783	33.1694	42.2452	44.5967	42.7113	34.1314	28.5114
18	73769903	73815450	-	Me2	protein_coding	Me2	ensembl_havana	7.27913	8.953	8.87832	8.10404	7.27227	7.57199	7.80075	7.25531	7.25142	7.9682
7	89632392	89854360	+	Me3	protein_coding	Me3	ensembl_havana	15.5822	18.5283	14.4683	16.0012	15.3803	19.084	15.4932	17.0132	16.5837	14.2281
17	46678793	46683112	+	Mea1	protein_coding	Mea1	ensembl_havana	8.66297	8.89316	9.28188	8.29698	6.8782	9.36499	7.63851	7.84105	8.04773	7.71354
4	125085134	125113239	+	Meaf6	protein_coding	Meaf6	ensembl_havana	8.82903	6.9781	7.98153	7.30467	7.29615	7.2408	8.12521	8.49335	8.61038	7.03453
8	119760076	119778417	-	Meak7	protein_coding	Meak7	ensembl_havana	18.2254	22.526	19.6996	16.3045	17.0999	24.7029	19.4138	21.7391	20.8941	21.2943
3	29951296	30548009	-	Mecom	protein_coding	Mecom	ensembl_havana	13.4234	12.2565	12.9139	14.0855	17.3028	9.71907	13.3031	13.6718	11.3602	10.0902
3	30012379	30054809	+	Mecomos	lncRNA	Mecomos	havana	0.0001	0.0120691	0.0001	0.0138822	0.0001	0.0229413	0.0271387	0.0267246	0.0001	0.03193
X	74026592	74135364	-	Mecp2	protein_coding	Mecp2	ensembl_havana	93.5172	92.4139	88.2582	90.0947	86.0506	87.9818	94.3261	91.9512	81.5031	84.9429
4	131843470	131867787	+	Mecr	protein_coding	Mecr	ensembl_havana	4.2485	2.92057	3.4079	3.22514	2.6391	4.10011	3.16362	3.44799	3.55675	3.35286
11	98152154	98193294	-	Med1	protein_coding	Med1	ensembl_havana	33.8213	39.2226	38.5916	37.846	35.2625	40.5323	37.6245	37.7142	36.787	33.2841
13	69802395	69816105	+	Med10	protein_coding	Med10	ensembl_havana	7.0854	9.10861	8.47476	8.57264	8.22757	7.68619	8.30097	7.80113	7.84598	8.09553
11	70451919	70453728	+	Med11	protein_coding	Med11	ensembl_havana	3.00305	3.89006	3.37801	2.6325	3.3914	2.92379	3.25826	3.43467	3.32319	3.49078
X	101274030	101297466	+	Med12	protein_coding	Med12	ensembl_havana	41.8628	39.0613	38.7626	38.6158	36.659	35.8096	39.5323	37.9809	35.2812	32.0584
3	59005825	59318683	+	Med12l	protein_coding	Med12l	ensembl_havana	12.7453	13.7645	13.6612	13.8788	15.44	11.2151	13.6276	12.3007	11.7105	14.2069
11	86267033	86357603	-	Med13	protein_coding	Med13	ensembl_havana	134.786	128.56	131.813	139.284	132.893	138.476	137.924	142.082	131.192	134.778
5	118560679	118765439	+	Med13l	protein_coding	Med13l	ensembl_havana	75.8619	71.8017	70.5765	71.7797	68.004	70.1691	77.6404	73.712	66.1526	72.8605
X	12675369	12762074	-	Med14	protein_coding	Med14	ensembl_havana	24.1896	20.3955	24.7813	24.3534	24.7781	22.8983	23.4562	24.708	22.8475	25.1882
16	17651208	17732892	-	Med15	protein_coding	Med15	ensembl_havana	23.8023	26.7631	21.7921	19.6673	24.36	21.5395	22.9289	22.5778	21.6691	19.6816
10	79894708	79908924	-	Med16	protein_coding	Med16	ensembl_havana	13.3542	14.4947	13.0484	11.7977	11.5711	12.4943	11.7619	11.2224	11.2752	12.3713
9	15260351	15279932	-	Med17	protein_coding	Med17	ensembl_havana	10.3236	9.99432	10.4627	10.7365	9.64854	10.6213	10.2478	9.65154	10.0012	10.5889
4	132458731	132463922	-	Med18	protein_coding	Med18	ensembl_havana	2.10355	1.92713	2.58584	1.29563	1.50469	1.75888	1.77113	2.09013	1.6988	1.82502
2	84678402	84688216	+	Med19	protein_coding	Med19	ensembl_havana	5.85377	6.5113	7.12958	5.54055	5.79156	6.25862	6.38122	7.029	5.4784	5.43242
17	47611582	47624419	+	Med20	protein_coding	Med20	ensembl_havana	22.1728	23.1194	24.2206	22.2542	22.492	20.7662	21.1415	19.941	24.8854	23.0618
6	146642547	146650733	+	Med21	protein_coding	Med21	ensembl_havana	7.6251	9.20435	7.89184	7.3736	7.05732	6.49844	8.19281	8.06738	8.49361	7.29979
2	26905262	26910678	-	Med22	protein_coding	Med22	ensembl_havana	23.9406	23.7349	23.2269	23.1128	20.5149	21.1741	23.6183	21.4462	21.5098	21.6976
10	24869986	24913682	+	Med23	protein_coding	Med23	ensembl_havana	17.8933	19.7372	16.8597	18.0686	17.8999	15.8063	18.2512	18.6639	17.9426	16.9018
11	98704591	98729436	-	Med24	protein_coding	Med24	ensembl_havana	16.7862	17.0682	17.0241	16.4974	15.7504	14.7099	13.8844	16.5339	15.8405	19.8089
7	44876765	44892713	-	Med25	protein_coding	Med25	ensembl_havana	19.4624	20.2399	19.7893	17.2279	16.0013	16.0461	17.2372	17.4924	16.7004	14.504
8	72494561	72548271	-	Med26	protein_coding	Med26	ensembl_havana	2.85082	2.4418	2.61574	2.42577	2.35251	2.42128	2.23079	2.13007	1.72003	2.40857
2	29346819	29524794	+	Med27	protein_coding	Med27	ensembl_havana	5.97832	6.84641	6.51678	5.6646	5.26615	5.08228	5.24561	5.04546	5.66952	5.47486
5	45520229	45529277	+	Med28	protein_coding	Med28	ensembl_havana	9.11964	10.5449	10.4627	9.66142	8.32309	9.44498	11.3428	9.10571	10.9673	10.8329
7	28386146	28392709	-	Med29	protein_coding	Med29	ensembl_havana	3.00305	3.04026	3.55737	2.81167	2.41221	3.1522	3.04195	2.60931	3.45058	2.64199
15	52712408	52730565	+	Med30	protein_coding	Med30	ensembl_havana	2.76779	2.31014	2.36165	2.64629	2.54357	2.52406	2.28487	1.71739	2.46321	2.2282
11	72211724	72215593	-	Med31	protein_coding	Med31	ensembl_havana	3.47355	3.2557	3.84135	2.99084	2.50774	2.70679	3.6368	3.99379	3.54613	3.13005
14	73510025	73518850	+	Med4	protein_coding	Med4	ensembl_havana	6.35196	7.07143	6.23278	6.46641	6.92594	6.81771	6.91661	9.11903	7.39177	6.91644
12	81573557	81595009	-	Med6	protein_coding	Med6	ensembl_havana	4.59447	5.39818	4.20006	5.40274	4.97956	4.13438	4.65075	5.73772	5.30852	6.23878
11	46436925	46442722	+	Med7	protein_coding	Med7	ensembl_havana	4.80205	5.0391	5.5901	4.61714	5.83934	4.69398	5.93508	5.20521	5.48902	6.2494
4	118409337	118415783	+	Med8	protein_coding	Med8	ensembl_havana	11.8458	11.3827	11.6883	9.4547	10.2217	12.1974	10.7074	11.6883	12.4006	10.2388
11	59948206	59962206	+	Med9	protein_coding	Med9	ensembl_havana	3.00305	4.41671	4.48405	4.14855	4.23921	3.89454	3.51513	3.76748	3.6523	4.20166
11	59946889	59948143	-	Med9os	lncRNA	Med9os	havana	0.193838	0.215544	0.194404	0.179269	0.370276	0.194251	0.20289	0.239722	0.297372	0.33962
